unit,section,external_ref,question,sub_question,marks,sub_question,marks,sub_question,marks,sub_question,marks
1,B,16,Explain Interplay of business and environment through information technology.,Describe Green IT Strategies: Range of Impact.,6,"Illustrate Economy, people, processes, and technology dimensions in an ERBS.",7,,,,
